run_id,population,in_primary_statistics,configuration_id,canonical_configuration_id,label,canonical_config_label,provider,model,variant,identity_evidence,operator_reported_identity,condition,replicate,status,usable,analysis_included,exclusion_reason,prompt_hash,source_sha256,corpus_sha256,generation_date,interface_settings,deviation_ids,intake_verdict,end_marker_ok,size_floor_ok,file_prompt_ok,tokens_total,lexical_tokens,canonical_coverage,broader_coverage,unresolved_rate,exact_dictionary_matches,morphologically_valid_forms,unresolved_forms,ortho_outside_inventory,ortho_cyrillic,ortho_polish_specific,ortho_other_latin,ortho_other_script,ortho_unexpected_nonletters
2026-09-08__alibaba__qwen-3.7-plus__thinking__direct__r02,primary,true,alibaba__qwen-3.7-plus__thinking,,Qwen 3.7 Plus — Thinking,,alibaba,qwen-3.7-plus,thinking,,,direct,r02,usable,true,true,,fec6d7cd61e01e71a89c582110cd490f008e6e2a464e9d556c574e82b24e6f92,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1922,1472,0.788723,0.871603,0.211277,1161,0,311,80,0,34,46,0,0
2026-09-08__alibaba__qwen-3.7-plus__thinking__primed__r02,primary,true,alibaba__qwen-3.7-plus__thinking,,Qwen 3.7 Plus — Thinking,,alibaba,qwen-3.7-plus,thinking,,,primed,r02,usable,true,true,,3ad5d22d045f138d6bbfbc40bc207290b700a7c025c1980019f4350a5966dc35,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1955,1505,0.832558,0.89103,0.167442,1253,0,252,15,6,2,7,0,0
2026-09-08__alibaba__qwen-3.7-plus__thinking__direct__r03,primary,true,alibaba__qwen-3.7-plus__thinking,,Qwen 3.7 Plus — Thinking,,alibaba,qwen-3.7-plus,thinking,,,direct,r03,usable,true,true,,fec6d7cd61e01e71a89c582110cd490f008e6e2a464e9d556c574e82b24e6f92,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1926,1470,0.796599,0.882993,0.203401,1171,0,299,21,0,8,13,0,0
2026-09-08__alibaba__qwen-3.7-plus__thinking__primed__r03,primary,true,alibaba__qwen-3.7-plus__thinking,,Qwen 3.7 Plus — Thinking,,alibaba,qwen-3.7-plus,thinking,,,primed,r03,usable,true,true,,3ad5d22d045f138d6bbfbc40bc207290b700a7c025c1980019f4350a5966dc35,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1927,1478,0.805142,0.874831,0.194858,1190,0,288,26,0,10,16,0,0
2026-09-08__alibaba__qwen-3.7-plus__fast__direct__r01,primary,true,alibaba__qwen-3.7-plus__fast,,Qwen 3.7 Plus — Fast,,alibaba,qwen-3.7-plus,fast,,,direct,r01,usable,true,true,,05daebcbdceaf0941eb210f8762974a36771a6b5837dab29857f5b32abad6a9e,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1903,1455,0.630928,0.794502,0.369072,918,0,537,135,0,57,78,0,0
2026-09-08__alibaba__qwen-3.7-plus__fast__primed__r01,primary,true,alibaba__qwen-3.7-plus__fast,,Qwen 3.7 Plus — Fast,,alibaba,qwen-3.7-plus,fast,,,primed,r01,usable,true,true,,215e49a7d702fe5043cb9b47a85c40a912b7e1616370c504bec339c1deb5ca51,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1901,1453,0.759119,0.85203,0.240881,1103,0,350,91,0,48,43,0,0
2026-09-08__alibaba__qwen-3.7-plus__fast__direct__r02,primary,true,alibaba__qwen-3.7-plus__fast,,Qwen 3.7 Plus — Fast,,alibaba,qwen-3.7-plus,fast,,,direct,r02,usable,true,true,,05daebcbdceaf0941eb210f8762974a36771a6b5837dab29857f5b32abad6a9e,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1900,1452,0.663223,0.806474,0.336777,963,0,489,128,0,56,72,0,0
2026-09-08__alibaba__qwen-3.7-plus__fast__primed__r02,primary,true,alibaba__qwen-3.7-plus__fast,,Qwen 3.7 Plus — Fast,,alibaba,qwen-3.7-plus,fast,,,primed,r02,usable,true,true,,215e49a7d702fe5043cb9b47a85c40a912b7e1616370c504bec339c1deb5ca51,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1906,1458,0.731139,0.856653,0.268861,1066,0,392,81,2,45,34,0,0
2026-09-08__alibaba__qwen-3.7-plus__fast__direct__r03,primary,true,alibaba__qwen-3.7-plus__fast,,Qwen 3.7 Plus — Fast,,alibaba,qwen-3.7-plus,fast,,,direct,r03,usable,true,true,,05daebcbdceaf0941eb210f8762974a36771a6b5837dab29857f5b32abad6a9e,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1920,1472,0.673913,0.82337,0.326087,992,0,480,65,0,39,26,0,0
2026-09-08__alibaba__qwen-3.7-plus__fast__primed__r03,primary,true,alibaba__qwen-3.7-plus__fast,,Qwen 3.7 Plus — Fast,,alibaba,qwen-3.7-plus,fast,,,primed,r03,usable,true,true,,215e49a7d702fe5043cb9b47a85c40a912b7e1616370c504bec339c1deb5ca51,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1912,1464,0.687158,0.80123,0.312842,1006,0,458,153,0,75,78,0,0
2026-09-08__alibaba__qwen-3.8-max__fast__direct__r01,primary,true,alibaba__qwen-3.8-max__fast,,Qwen 3.8 Max — Fast,,alibaba,qwen-3.8-max,fast,,,direct,r01,usable,true,true,,4852fdcb55e477b17ee40620116387595b8622c4c0fb6c563e2cb33cf45b750c,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,2036,1558,0.803594,0.883825,0.196406,1252,0,306,44,0,11,4,0,29
2026-09-08__alibaba__qwen-3.8-max__fast__primed__r01,primary,true,alibaba__qwen-3.8-max__fast,,Qwen 3.8 Max — Fast,,alibaba,qwen-3.8-max,fast,,,primed,r01,usable,true,true,,3eb64446a6cad7262b4201902ec81fa2bf458240d38a8af5d29456d23577f645,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,2000,1551,0.854288,0.901354,0.145712,1325,0,226,21,0,10,11,0,0
2026-09-08__alibaba__qwen-3.8-max__fast__direct__r02,primary,true,alibaba__qwen-3.8-max__fast,,Qwen 3.8 Max — Fast,,alibaba,qwen-3.8-max,fast,,,direct,r02,usable,true,true,,4852fdcb55e477b17ee40620116387595b8622c4c0fb6c563e2cb33cf45b750c,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1954,1476,0.784553,0.867209,0.215447,1158,0,318,53,2,9,13,0,29
2026-09-08__alibaba__qwen-3.8-max__fast__primed__r02,primary,true,alibaba__qwen-3.8-max__fast,,Qwen 3.8 Max — Fast,,alibaba,qwen-3.8-max,fast,,,primed,r02,usable,true,true,,3eb64446a6cad7262b4201902ec81fa2bf458240d38a8af5d29456d23577f645,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1889,1441,0.750867,0.857738,0.249133,1082,0,359,84,0,43,41,0,0
2026-09-08__alibaba__qwen-3.8-max__fast__direct__r03,primary,true,alibaba__qwen-3.8-max__fast,,Qwen 3.8 Max — Fast,,alibaba,qwen-3.8-max,fast,,,direct,r03,usable,true,true,,4852fdcb55e477b17ee40620116387595b8622c4c0fb6c563e2cb33cf45b750c,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,2037,1559,0.814625,0.891597,0.185375,1270,0,289,36,0,0,7,0,29
2026-09-08__alibaba__qwen-3.8-max__fast__primed__r03,primary,true,alibaba__qwen-3.8-max__fast,,Qwen 3.8 Max — Fast,,alibaba,qwen-3.8-max,fast,,,primed,r03,usable,true,true,,3eb64446a6cad7262b4201902ec81fa2bf458240d38a8af5d29456d23577f645,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,2038,1560,0.849359,0.9,0.150641,1325,0,235,40,0,0,11,0,29
2026-09-08__bytedance__dola-3.8__fast__direct__r01,exploratory,false,bytedance__dola-3.8__fast,,Dola 3.8 — Fast,,bytedance,dola-3.8,fast,,,direct,r01,partial,false,false,intake partial: final non-empty line is not KONIEC/KONEC/KONĖC (markdown-wrapped end marker); evaluated but excluded from statistics per the unchanged gate,41c2f71bd27783ef03081c87f7bb62dcc121664daa6c719f5fbe4cf845084d22,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,partial,false,true,true,2044,1493,0.633624,0.798392,0.366376,944,2,547,23,0,0,2,0,21
2026-09-08__bytedance__dola-3.8__fast__primed__r01,exploratory,false,bytedance__dola-3.8__fast,,Dola 3.8 — Fast,,bytedance,dola-3.8,fast,,,primed,r01,partial,false,false,intake partial: final non-empty line is not KONIEC/KONEC/KONĖC (markdown-wrapped end marker); evaluated but excluded from statistics per the unchanged gate,ba4edcf7e7316ff6fc66128c79be0d9f96f2c83b814e96065d860395f9bf26e2,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,partial,false,true,true,1985,1519,0.748519,0.855168,0.251481,1135,2,382,21,0,0,0,0,21
2026-09-08__bytedance__dola-3.8__fast__direct__r02,exploratory,false,bytedance__dola-3.8__fast,,Dola 3.8 — Fast,,bytedance,dola-3.8,fast,,,direct,r02,partial,false,false,intake partial: final non-empty line is not KONIEC/KONEC/KONĖC (markdown-wrapped end marker); evaluated but excluded from statistics per the unchanged gate,41c2f71bd27783ef03081c87f7bb62dcc121664daa6c719f5fbe4cf845084d22,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,partial,false,true,true,2031,1509,0.631544,0.810471,0.368456,951,2,556,33,1,0,1,0,31
2026-09-08__bytedance__dola-3.8__fast__primed__r02,exploratory,false,bytedance__dola-3.8__fast,,Dola 3.8 — Fast,,bytedance,dola-3.8,fast,,,primed,r02,partial,false,false,intake partial: final non-empty line is not KONIEC/KONEC/KONĖC (markdown-wrapped end marker); evaluated but excluded from statistics per the unchanged gate,ba4edcf7e7316ff6fc66128c79be0d9f96f2c83b814e96065d860395f9bf26e2,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,partial,false,true,true,1947,1478,0.73816,0.856563,0.26184,1088,3,387,21,0,0,0,0,21
2026-09-08__bytedance__dola-3.8__fast__direct__r03,exploratory,false,bytedance__dola-3.8__fast,,Dola 3.8 — Fast,,bytedance,dola-3.8,fast,,,direct,r03,partial,false,false,intake partial: final non-empty line is not KONIEC/KONEC/KONĖC (markdown-wrapped end marker); evaluated but excluded from statistics per the unchanged gate,41c2f71bd27783ef03081c87f7bb62dcc121664daa6c719f5fbe4cf845084d22,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,partial,false,true,true,1974,1505,0.627907,0.772757,0.372093,942,3,560,43,0,5,18,0,20
2026-09-08__bytedance__dola-3.8__fast__primed__r03,exploratory,false,bytedance__dola-3.8__fast,,Dola 3.8 — Fast,,bytedance,dola-3.8,fast,,,primed,r03,usable,true,true,,ba4edcf7e7316ff6fc66128c79be0d9f96f2c83b814e96065d860395f9bf26e2,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1954,1483,0.713419,0.834794,0.286581,1056,2,425,25,0,4,2,0,19
2026-09-08__bytedance__dola-3.8__pro__direct__r01,exploratory,false,bytedance__dola-3.8__pro,,Dola 3.8 — Pro,,bytedance,dola-3.8,pro,,,direct,r01,usable,true,true,,4ccb9218b2310aa32d9751d92f85a657583594e4028675e2f01c05790de6d3fd,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1910,1462,0.547196,0.69015,0.452804,800,0,662,233,0,54,179,0,0
2026-09-08__bytedance__dola-3.8__pro__primed__r01,exploratory,false,bytedance__dola-3.8__pro,,Dola 3.8 — Pro,,bytedance,dola-3.8,pro,,,primed,r01,usable,true,true,,4fcda333e981fc13da2586a6c8311fffa6a9fc73cf43df0558598bd2dd635dea,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1940,1473,0.742023,0.841819,0.257977,1093,0,380,28,0,0,9,0,19
2026-09-08__bytedance__dola-3.8__pro__direct__r02,exploratory,false,bytedance__dola-3.8__pro,,Dola 3.8 — Pro,,bytedance,dola-3.8,pro,,,direct,r02,usable,true,true,,4ccb9218b2310aa32d9751d92f85a657583594e4028675e2f01c05790de6d3fd,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1916,1468,0.677793,0.81812,0.322207,994,1,473,34,0,4,30,0,0
2026-09-08__bytedance__dola-3.8__pro__primed__r02,exploratory,false,bytedance__dola-3.8__pro,,Dola 3.8 — Pro,,bytedance,dola-3.8,pro,,,primed,r02,usable,true,true,,4fcda333e981fc13da2586a6c8311fffa6a9fc73cf43df0558598bd2dd635dea,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,not exposed,,usable,true,true,true,1936,1488,0.771505,0.846102,0.228495,1148,0,340,9,1,0,8,0,0
2026-09-08__bytedance__dola-3.8__pro__direct__r03,exploratory,false,bytedance__dola-3.8__pro,,Dola 3.8 — Pro,,bytedance,dola-3.8,pro,,,direct,r03,usable,true,true,,4ccb9218b2310aa32d9751d92f85a657583594e4028675e2f01c05790de6d3fd,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,,2026-09-08,not exposed,,usable,true,true,true,1915,1467,0.654397,0.835719,0.345603,960,0,507,1,0,0,1,0,0
2026-09-08__bytedance__dola-3.8__pro__primed__r03,exploratory,false,bytedance__dola-3.8__pro,,Dola 3.8 — Pro,,bytedance,dola-3.8,pro,,,primed,r03,usable,true,true,,4fcda333e981fc13da2586a6c8311fffa6a9fc73cf43df0558598bd2dd635dea,5de968a6214d3d64bdb586b5121f494c4bb107e33546487a86bf8ecc57280723,aaad28e43935a40313585d77a33bfc788d97e8d69b081f9486af74d52ca1a857,2026-09-08,web interface; not exposed,dola-pro-r03-msg1-blank-line,usable,true,true,true,1938,1490,0.738255,0.848993,0.261745,1099,1,390,13,0,1,12,0,0
